id,label,faithfulness,answer_relevancy,context_relevancy
asqa_131,1,1.0,0.8429291642133342,0.0909090909090909
asqa_132,1,1.0,0.8541410583911812,0.2
asqa_133,1,1.0,0.7306881408275122,0.25
asqa_134,1,1.0,0.9115791361248096,0.1111111111111111
asqa_135,1,1.0,0.8581696310334083,0.0714285714285714
asqa_136,1,1.0,0.6501845265295083,0.0666666666666666
asqa_137,1,1.0,0.5526931576961238,0.6666666666666666
asqa_138,1,1.0,0.8747644917123809,0.2142857142857142
asqa_139,1,1.0,0.4576541520077721,0.125
asqa_140,1,1.0,0.641017754616966,0.0526315789473684
asqa_141,1,0.48,0.6869865774006666,0.3333333333333333
asqa_142,1,1.0,0.9238690168588736,0.1428571428571428
asqa_143,1,0.5,0.8402730785899192,1.0
asqa_144,1,1.0,0.5596370471738745,0.0714285714285714
asqa_145,1,1.0,0.8908080019364397,0.2
asqa_146,1,1.0,0.5914787668086398,0.2
asqa_147,1,1.0,0.8712024673513784,0.0606060606060606
asqa_148,1,1.0,0.6921513588824179,0.1
asqa_149,1,0.6,0.6655116945702423,0.3333333333333333
asqa_150,1,1.0,0.6611061621740223,0.0714285714285714
asqa_151,1,1.0,0.8964914318332148,0.2142857142857142
asqa_152,1,1.0,0.7450135038238158,0.1538461538461538
asqa_153,1,0.7777777777777778,0.8738612891638174,0.3333333333333333
asqa_154,1,1.0,0.8173863227712658,0.0769230769230769
asqa_155,1,1.0,0.7841490278791451,0.1428571428571428
asqa_156,1,1.0,0.8172508027999865,0.0909090909090909
asqa_157,1,0.7,0.7545346386180422,0.3333333333333333
asqa_158,1,1.0,0.5300740242513713,0.4
asqa_159,1,1.0,0.7732515127804817,0.0833333333333333
asqa_160,1,1.0,0.7812216180158363,0.125
asqa_161,1,1.0,0.7546617281556195,0.0666666666666666
asqa_162,1,1.0,0.5524525935462662,0.125
asqa_163,1,1.0,0.7923322564164712,0.125
asqa_164,1,1.0,0.7037558952408737,0.0833333333333333
asqa_165,1,1.0,0.5642042566567587,0.0
asqa_166,1,1.0,0.9101823935443426,0.2222222222222222
asqa_167,1,0.0,0.8341684274389208,0.1666666666666666
asqa_168,1,1.0,0.8873846244661835,0.1
asqa_169,1,1.0,0.7161423048686181,0.0625
asqa_170,1,1.0,0.5735913720883846,0.2222222222222222
asqa_171,1,1.0,0.8895833594843814,0.3333333333333333
asqa_172,1,1.0,0.7489265400014685,0.2142857142857142
asqa_173,1,0.5,0.7837311498873637,0.3333333333333333
asqa_174,1,1.0,0.8711397657621482,0.2857142857142857
asqa_175,1,1.0,0.8097444289687545,0.4545454545454545
asqa_176,1,0.5,0.8702151021388005,0.3333333333333333
asqa_177,1,1.0,0.7298437745941889,0.125
asqa_178,1,1.0,0.6614972367939315,0.1
asqa_179,1,1.0,0.9534899063540264,0.0769230769230769
asqa_180,1,0.75,0.6567439481201325,0.1111111111111111
asqa_181,1,1.0,0.8658177250512017,0.1111111111111111
asqa_182,1,1.0,0.8123771009995367,0.0714285714285714
asqa_183,1,0.75,0.861388133977114,0.125
asqa_184,1,1.0,0.8476567614090661,0.0769230769230769
asqa_185,1,1.0,0.8319674529873874,0.0833333333333333
asqa_186,1,1.0,0.8550025656858753,0.1111111111111111
asqa_187,1,1.0,0.8545378827422692,0.1111111111111111
asqa_188,1,1.0,0.8743912665699837,0.1666666666666666
asqa_189,1,1.0,0.6536048996600532,0.125
asqa_190,1,1.0,0.7272174822210125,0.2
asqa_191,1,1.0,0.3419418655938698,0.5714285714285714
asqa_192,1,0.75,0.7993746072677227,0.3333333333333333
asqa_193,1,1.0,0.8980817210904188,0.125
asqa_194,1,1.0,0.7773227691069033,0.0833333333333333
asqa_195,1,1.0,0.7841976661746237,0.1
asqa_196,1,0.6666666666666666,0.7551495819441526,0.3333333333333333
asqa_197,1,1.0,0.8922324710123607,0.1428571428571428
asqa_198,1,1.0,0.8933088829038981,0.0833333333333333
asqa_199,1,1.0,0.7354929466939399,0.3333333333333333
asqa_200,1,1.0,0.8675074919927629,0.125
asqa_201,1,1.0,0.5788649959846185,0.2222222222222222
asqa_202,1,1.0,0.7939906275951948,0.1111111111111111
asqa_203,1,1.0,0.7376244488533334,0.125
asqa_204,1,1.0,0.406755663998197,0.1666666666666666
asqa_205,1,1.0,0.7448821546498371,0.1333333333333333
asqa_206,1,0.75,0.8093983738029538,0.3333333333333333
asqa_207,1,1.0,0.8778237952188855,0.0666666666666666
asqa_208,1,0.4444444444444444,0.7769925370425037,0.3333333333333333
asqa_209,1,1.0,0.820076762039451,0.1666666666666666
asqa_210,1,1.0,0.6391679925058709,0.2
asqa_211,1,1.0,0.6810077420457872,0.0344827586206896
asqa_212,1,1.0,0.0,0.0833333333333333
asqa_213,1,0.6,0.7216084343738963,0.3333333333333333
asqa_214,1,1.0,0.8779981379066162,0.5
asqa_215,1,0.5,0.7691716892257067,0.3333333333333333
asqa_216,1,1.0,0.6905133420177864,0.125
asqa_217,1,1.0,0.8573124302287077,0.125
asqa_218,1,1.0,0.8195102152597914,0.125
asqa_219,1,1.0,0.5398952005652573,0.2222222222222222
asqa_220,1,1.0,0.8593663636097576,0.0833333333333333
asqa_221,1,1.0,0.4790457776422241,0.0909090909090909
asqa_222,1,1.0,0.7660344343671429,0.0833333333333333
asqa_223,1,1.0,0.9760720585092026,0.125
asqa_224,1,1.0,0.7802078623098708,0.04
asqa_225,1,1.0,0.7778445071222221,0.1111111111111111
asqa_226,1,1.0,0.9866592161985092,0.0909090909090909
asqa_227,1,1.0,0.8751206782679564,0.0833333333333333
asqa_228,1,1.0,0.707770364079551,0.125
asqa_229,1,1.0,0.8105467817345456,0.125
asqa_230,1,0.3333333333333333,0.892380252153585,0.1666666666666666
asqa_231,1,1.0,0.7973878370843696,0.2222222222222222
asqa_232,1,0.375,0.9675626070373357,0.1666666666666666
asqa_233,1,0.0,0.3343706922435367,0.6666666666666666
asqa_234,1,1.0,0.5995106900959546,0.0526315789473684
asqa_235,1,1.0,0.8729414627743993,0.3636363636363636
asqa_236,1,1.0,0.6534589217707928,0.0769230769230769
asqa_237,1,1.0,0.8234147104223769,0.1111111111111111
asqa_238,1,0.5,0.8387553719267796,0.3333333333333333
asqa_239,1,1.0,0.6016778215449546,0.1111111111111111
asqa_240,1,1.0,0.8493846257535539,0.2142857142857142
asqa_241,1,1.0,0.0,0.3333333333333333
asqa_242,1,1.0,0.5818977283371597,0.1052631578947368
asqa_243,1,1.0,0.796318413124391,0.125
asqa_244,1,1.0,0.6079536467239719,0.3
asqa_245,1,0.3333333333333333,0.7943047328196364,0.3333333333333333
asqa_246,1,1.0,0.856214531331549,0.2222222222222222
asqa_247,1,1.0,0.8956415952352893,0.125
asqa_248,1,1.0,0.6420272608600823,0.1666666666666666
asqa_249,1,1.0,0.463625399562916,0.1428571428571428
asqa_250,1,1.0,0.931249214589207,0.2222222222222222
asqa_251,1,1.0,0.7113217584628114,0.2
asqa_252,1,1.0,0.6200072662502188,0.2857142857142857
asqa_253,1,1.0,0.7513950983693828,0.2222222222222222
asqa_254,1,1.0,0.8210273886220772,0.0666666666666666
asqa_255,1,1.0,0.8979877505291824,0.1666666666666666
asqa_256,1,1.0,0.9628625907146257,0.1818181818181818
asqa_257,1,1.0,0.8928942575100566,0.0833333333333333
asqa_258,1,1.0,0.7601423754119891,0.125
asqa_259,1,1.0,0.5976539202144459,0.0833333333333333
asqa_260,1,0.3333333333333333,0.7797135636533827,0.1666666666666666
asqa_261,1,1.0,0.758599641180569,0.1428571428571428
asqa_262,1,1.0,0.7100264564729394,0.0909090909090909
asqa_263,1,1.0,0.8348915636387364,0.1666666666666666
asqa_264,1,1.0,0.8326585678447244,0.0714285714285714
asqa_265,1,1.0,0.6200846753341974,0.0769230769230769
asqa_266,1,1.0,0.6005122778425324,0.2222222222222222
asqa_267,1,0.4,0.9461322677654744,0.1666666666666666
asqa_268,1,1.0,0.967112001633776,0.1818181818181818
asqa_269,1,1.0,0.6823939884067208,0.1538461538461538
asqa_270,1,1.0,0.3715606256750801,0.3
asqa_271,1,1.0,0.88366076585595,0.1666666666666666
asqa_272,1,0.8333333333333334,0.9011856488624668,0.1666666666666666
asqa_273,1,1.0,0.6863999598287348,0.0869565217391304
asqa_274,1,1.0,0.4421365881899003,0.1
asqa_275,1,1.0,0.8703835162853503,0.125
asqa_276,1,1.0,0.4592019747831449,0.2222222222222222
asqa_277,1,1.0,0.8652178108196876,0.1111111111111111
asqa_278,1,0.5,0.3703098519817429,0.6666666666666666
asqa_279,1,1.0,0.8411103674299952,0.0909090909090909
asqa_280,1,0.4,0.8239412758879974,0.3333333333333333
asqa_281,1,1.0,0.9561122639683935,0.1538461538461538
asqa_282,1,0.3636363636363636,0.6740315091006761,0.2222222222222222
asqa_283,1,1.0,0.6321698026529669,0.1111111111111111
asqa_284,1,1.0,0.8364171421483645,0.1111111111111111
asqa_285,1,1.0,0.872279057980191,0.0833333333333333
asqa_286,1,1.0,0.7180102525121824,0.25
asqa_287,1,1.0,0.8230278726044523,0.1111111111111111
asqa_288,1,1.0,0.7118077552443137,0.0555555555555555
asqa_289,1,1.0,0.8431367021231176,0.0833333333333333
asqa_290,1,1.0,0.8692950195838368,0.2222222222222222
asqa_291,1,1.0,0.8089609278884241,0.2222222222222222
asqa_292,1,1.0,0.9061149428011396,0.0588235294117647
asqa_293,1,1.0,0.6375299678128007,0.125
asqa_294,1,1.0,0.9300206979938492,0.0833333333333333
asqa_295,1,1.0,0.7668092094183875,0.1111111111111111
asqa_296,1,1.0,0.5203530729705776,0.0526315789473684
asqa_297,1,1.0,0.7805817396759972,0.2
asqa_298,1,1.0,0.6438573661381719,0.1428571428571428
asqa_299,1,0.0,0.8504929014404543,0.1111111111111111
asqa_300,1,1.0,0.6955397582936257,0.2258064516129032
asqa_301,1,1.0,0.7683056017619462,0.3333333333333333
asqa_302,1,1.0,0.8024469633781819,0.125
asqa_303,1,1.0,0.7924428911769174,0.125
asqa_304,1,1.0,0.2652908499372826,0.0833333333333333
asqa_305,1,1.0,0.7052237869958454,0.0666666666666666
asqa_306,1,0.3333333333333333,0.8247051038998444,0.1111111111111111
asqa_307,1,1.0,0.624348355689887,0.1538461538461538
asqa_308,1,0.1428571428571428,0.9412841716935496,0.1666666666666666
asqa_309,1,1.0,0.8606107629139635,0.25
asqa_310,1,1.0,0.7849398078030442,0.0909090909090909
asqa_311,1,0.5714285714285714,0.6211543810769115,0.3333333333333333
asqa_312,1,0.9090909090909092,0.8857189712467978,0.0625
asqa_313,1,0.5,0.8097809233571326,0.3333333333333333
asqa_314,1,1.0,0.6598538881017866,0.2
asqa_315,1,1.0,0.6945445743909429,0.1818181818181818
asqa_316,1,0.4285714285714285,0.8747629712172259,0.1666666666666666
asqa_317,1,1.0,0.6809457929080741,0.0555555555555555
asqa_318,1,1.0,0.7265121646338767,0.2307692307692307
asqa_319,1,1.0,0.5661768398295228,0.2
asqa_320,1,1.0,0.7537607848699398,0.1538461538461538
asqa_321,1,1.0,0.8379228338978345,0.2142857142857142
asqa_322,1,1.0,0.0,0.2142857142857142
asqa_323,1,0.6666666666666666,0.8156660997587037,0.6666666666666666
asqa_324,1,1.0,0.6944843355482692,0.2222222222222222
asqa_325,1,1.0,0.7052183152082906,0.0714285714285714
asqa_326,1,1.0,0.859510745200326,0.3
asqa_327,1,1.0,0.7850518886685901,0.0714285714285714
asqa_328,1,1.0,0.8563803346951184,0.1538461538461538
asqa_329,1,1.0,0.918947694319017,0.0526315789473684
asqa_330,1,1.0,0.9178202139861013,0.125
asqa_331,1,1.0,0.8511004924072042,0.125
asqa_332,1,1.0,0.890801481686291,0.125
asqa_333,1,1.0,0.7248152959989289,0.0588235294117647
asqa_334,1,1.0,0.8908968030718651,0.1428571428571428
asqa_335,1,1.0,0.8973748452991631,0.1
asqa_336,1,1.0,0.9040767959254582,0.0833333333333333
asqa_337,1,1.0,0.8582136967577801,0.0909090909090909
asqa_338,1,1.0,0.941672408556462,0.125
asqa_339,1,1.0,0.980788114412202,0.125
asqa_340,1,1.0,0.8794508218517233,0.1818181818181818
asqa_341,1,1.0,0.9030845714713372,0.1578947368421052
asqa_342,1,1.0,0.6747625831295242,0.1818181818181818
asqa_343,1,1.0,0.8427283743251976,0.2222222222222222
asqa_344,1,0.75,0.7638333653958947,0.1666666666666666
asqa_345,1,1.0,0.9575922745725806,0.0833333333333333
asqa_346,1,1.0,0.8215398344748207,0.0714285714285714
asqa_347,1,1.0,0.7119703876809395,0.1333333333333333
asqa_348,1,1.0,0.6642688845558744,0.1666666666666666
asqa_349,1,1.0,0.8180411384234355,0.0833333333333333
asqa_350,1,1.0,0.8587742608785938,0.125
asqa_351,1,1.0,0.7988251628944077,0.0833333333333333
asqa_352,1,1.0,0.8309187413056233,0.0416666666666666
asqa_353,1,1.0,0.8472626871097516,0.125
asqa_354,1,1.0,0.8685056313086106,0.1111111111111111
asqa_355,1,1.0,0.8297720367707563,0.1666666666666666
asqa_356,1,1.0,0.7021062788856963,0.125
asqa_357,1,1.0,0.9123019844986604,0.2222222222222222
asqa_358,1,0.4285714285714285,0.9120013882828836,0.3333333333333333
asqa_359,1,1.0,0.7426129310934816,0.0714285714285714
asqa_360,1,0.4444444444444444,0.773666221541378,0.3333333333333333
asqa_361,1,1.0,0.8943870335666961,0.0769230769230769
asqa_362,1,1.0,0.0,0.2142857142857142
asqa_363,1,1.0,0.9144477326177024,0.2222222222222222
asqa_364,1,1.0,0.8475854163691589,0.1
asqa_365,1,1.0,0.8612818643814815,0.125
asqa_366,1,1.0,0.8202078522132785,0.0833333333333333
asqa_367,1,1.0,0.7381784379635703,0.125
asqa_368,1,1.0,0.8952423938587252,0.1111111111111111
asqa_369,1,0.6666666666666666,0.8923444387687183,0.3333333333333333
asqa_370,1,0.4285714285714285,0.5286206624301882,0.3333333333333333
asqa_371,1,0.6,0.8673283174343808,0.0769230769230769
asqa_372,1,1.0,0.8737117358806946,0.1111111111111111
asqa_373,1,1.0,0.7884759861963978,0.1666666666666666
asqa_374,1,0.2,0.7659324541056064,0.1111111111111111
asqa_375,1,1.0,0.8864437780787539,0.1111111111111111
asqa_376,1,0.3333333333333333,0.9227800711856474,0.1666666666666666
asqa_377,1,1.0,0.876048083286516,0.3846153846153846
asqa_378,1,0.4,0.8302594207295663,0.3333333333333333
asqa_379,1,1.0,0.8808050962604904,0.1818181818181818
asqa_380,1,1.0,0.765445689043822,0.0833333333333333
asqa_381,1,1.0,0.7973095183257359,0.0769230769230769
asqa_382,1,1.0,0.8537013498791465,0.1176470588235294
asqa_383,1,1.0,0.7750906629660955,0.2666666666666666
asqa_384,1,1.0,0.7797965795025329,0.1666666666666666
asqa_385,1,1.0,0.5203263262288637,0.125
asqa_386,1,0.2857142857142857,0.5774658714534756,0.1666666666666666
asqa_387,1,1.0,0.8235056172069216,0.125
asqa_388,1,1.0,0.8696551979864534,0.2
asqa_389,1,1.0,0.7954055117521857,0.0714285714285714
asqa_390,1,1.0,0.857834585693554,0.1034482758620689
asqa_391,1,0.7777777777777778,0.8647684945726909,0.2307692307692307
asqa_392,1,1.0,0.9254736814777046,0.0769230769230769
asqa_393,1,1.0,0.8931817005973031,0.1111111111111111
asqa_394,1,1.0,0.4496190527311365,0.0555555555555555
asqa_395,1,1.0,0.7163001604297242,1.0
asqa_396,1,1.0,0.7620790356757682,0.0909090909090909
asqa_397,1,0.8333333333333334,0.921368636102432,0.1
asqa_398,1,1.0,0.8239082118399614,0.0666666666666666
asqa_399,1,1.0,0.5947290611731091,0.1111111111111111
asqa_400,1,1.0,0.7968377612263339,0.0769230769230769
asqa_401,1,0.2222222222222222,0.5100322795991608,0.1666666666666666
asqa_402,1,1.0,0.7779366284875472,0.0714285714285714
asqa_403,1,0.5,0.6213965301518511,0.3333333333333333
asqa_404,1,0.8,0.8881183804381175,0.3333333333333333
asqa_405,1,1.0,0.7246442974517016,0.1428571428571428
asqa_406,1,0.625,0.9311954008516062,0.2222222222222222
asqa_407,1,0.4285714285714285,0.8670960967932606,0.1111111111111111
asqa_408,1,0.7692307692307693,0.7460923257001607,0.3333333333333333
asqa_409,1,0.25,0.9170416187534683,0.1666666666666666
asqa_410,1,1.0,0.7869345668857766,0.0909090909090909
asqa_411,1,1.0,0.5897960030310082,0.0588235294117647
asqa_412,1,0.25,0.8671423146548775,0.3333333333333333
asqa_413,1,1.0,0.7552396912642761,0.1111111111111111
asqa_414,1,0.5833333333333334,0.6855437679024771,0.1111111111111111
asqa_415,1,1.0,0.8402123221803798,0.0909090909090909
asqa_416,1,1.0,0.8586214376340537,0.0714285714285714
asqa_417,1,0.25,0.8639262854307669,0.3333333333333333
asqa_418,1,1.0,0.7640423789849548,0.0416666666666666
asqa_419,1,0.4,0.7961352015372146,0.3333333333333333
asqa_420,1,1.0,0.859776695023966,0.125
asqa_421,1,1.0,0.9672682166116958,0.1111111111111111
asqa_422,1,1.0,0.8231573959264491,0.0714285714285714
asqa_423,1,0.8888888888888888,0.9669254718430432,0.1538461538461538
asqa_424,1,0.5714285714285714,0.9797312159132076,0.3333333333333333
asqa_425,1,1.0,0.8475964653098463,0.2222222222222222
asqa_426,1,1.0,0.8848743817597639,0.1111111111111111
asqa_427,1,1.0,0.8190296523380539,0.0769230769230769
asqa_428,1,1.0,0.8809924209126144,0.0769230769230769
asqa_429,1,0.6428571428571429,0.8736805202829956,0.3333333333333333
asqa_430,1,1.0,0.4929932049041541,0.1052631578947368
asqa_431,1,1.0,0.7786772464227861,0.0833333333333333
asqa_432,1,1.0,0.7847213837026393,0.1818181818181818
asqa_433,1,1.0,0.6779278635155052,0.1
asqa_434,1,1.0,0.8956941666502344,0.2222222222222222
asqa_435,1,1.0,0.8454129741059339,0.2333333333333333
asqa_436,1,1.0,0.6933556215285139,0.3125
asqa_437,1,1.0,0.8422689977731267,0.125
asqa_438,1,1.0,0.6583039292992746,0.1428571428571428
asqa_439,1,1.0,0.6535402720872653,0.1538461538461538
asqa_440,1,1.0,0.8804286771914439,0.2222222222222222
asqa_441,1,0.5714285714285714,0.7836876193930112,0.1666666666666666
asqa_442,1,1.0,0.6974895883089639,0.1333333333333333
asqa_443,1,1.0,0.8090968263779968,0.1666666666666666
asqa_444,1,1.0,0.525516678736764,0.1
asqa_445,1,0.3,0.6230883294959108,0.3333333333333333
asqa_446,1,0.9285714285714286,0.7404627654908267,0.0833333333333333
asqa_447,1,0.5384615384615384,0.4848901061030712,0.3
asqa_448,1,0.2307692307692307,0.8370683761274372,0.6666666666666666
asqa_449,1,0.2727272727272727,0.7577285582028098,0.2222222222222222
asqa_450,1,0.5,0.6064930386585375,0.1111111111111111
asqa_451,1,1.0,0.0,0.1666666666666666
asqa_452,1,1.0,0.6433897896466914,0.05
asqa_453,1,0.4,0.826094303823961,0.1111111111111111
asqa_454,1,1.0,0.5632982788545045,0.0588235294117647
asqa_455,1,1.0,0.6578996555878635,0.0909090909090909
asqa_456,1,1.0,0.7736639953012583,0.2941176470588235
asqa_457,1,1.0,0.4962673646931645,0.1111111111111111
asqa_458,1,1.0,0.7978827986846554,0.0909090909090909
asqa_459,1,1.0,0.67435010962132,0.1333333333333333
asqa_460,1,1.0,0.5959818113172752,0.1818181818181818
asqa_461,1,1.0,0.4188273955036481,0.2
asqa_462,1,1.0,0.8795223646282985,0.2307692307692307
asqa_463,1,1.0,0.6769980389969114,0.2352941176470588
asqa_464,1,1.0,0.6934990788350688,0.1176470588235294
asqa_465,1,0.8,0.733232214358169,0.3333333333333333
asqa_466,1,0.5714285714285714,0.436438741864833,0.3333333333333333
asqa_467,1,0.5,0.8472720496217624,0.3333333333333333
asqa_468,1,1.0,0.5984831262221103,0.1
asqa_469,1,1.0,0.6678326839008363,0.0909090909090909
asqa_470,1,1.0,0.8535679751351969,0.0625
asqa_471,1,0.375,0.5557404968308838,0.3333333333333333
asqa_472,1,1.0,0.7332672120446064,0.0714285714285714
asqa_473,1,1.0,0.5370668783668598,0.1818181818181818
asqa_474,1,1.0,0.4869858999470087,0.1428571428571428
asqa_475,1,1.0,0.8586006335018919,0.2
asqa_476,1,0.75,0.8625710737252663,0.2222222222222222
asqa_477,1,1.0,0.4450813593969618,0.0588235294117647
